Id,Predicted
2088,non-neutral
2089,surprise
2090,neutral
2091,joy
2092,joy
2093,neutral
2094,joy
2095,surprise
2096,neutral
2097,joy
2098,neutral
2099,neutral
2100,non-neutral
2101,neutral
2102,neutral
2103,sadness
2104,neutral
2105,non-neutral
2106,neutral
2107,non-neutral
2108,neutral
2109,neutral
2110,neutral
2111,surprise
2112,neutral
2113,non-neutral
2114,neutral
2115,neutral
2116,non-neutral
2117,non-neutral
2118,non-neutral
2119,surprise
2120,non-neutral
2121,joy
2122,neutral
2123,neutral
2124,non-neutral
2125,neutral
2126,neutral
2127,neutral
2128,neutral
2129,joy
2130,surprise
2131,neutral
2132,neutral
2133,neutral
2134,neutral
2135,anger
2136,surprise
2137,neutral
2138,non-neutral
2139,non-neutral
2140,neutral
2141,neutral
2142,neutral
2143,surprise
2144,surprise
2145,neutral
2146,neutral
2147,neutral
2148,surprise
2149,neutral
2150,neutral
2151,neutral
2152,neutral
2153,surprise
2154,surprise
2155,neutral
2156,neutral
2157,neutral
2158,neutral
2159,neutral
2160,neutral
2161,neutral
2162,neutral
2163,neutral
2164,neutral
2165,joy
2166,neutral
2167,neutral
2168,non-neutral
2169,neutral
2170,neutral
2171,neutral
2172,neutral
2173,neutral
2174,neutral
2175,neutral
2176,anger
2177,neutral
2178,neutral
2179,neutral
2180,neutral
2181,neutral
2182,neutral
2183,neutral
2184,neutral
2185,neutral
2186,neutral
2187,non-neutral
2188,surprise
2189,surprise
2190,non-neutral
2191,neutral
2192,neutral
2193,anger
2194,neutral
2195,neutral
2196,neutral
2197,surprise
2198,neutral
2199,non-neutral
2200,non-neutral
2201,neutral
2202,neutral
2203,neutral
2204,neutral
2205,neutral
2206,surprise
2207,neutral
2208,surprise
2209,neutral
2210,surprise
2211,joy
2212,neutral
2213,anger
2214,surprise
2215,anger
2216,neutral
2217,non-neutral
2218,neutral
2219,anger
2220,neutral
2221,neutral
2222,neutral
2223,neutral
2224,neutral
2225,neutral
2226,neutral
2227,neutral
2228,surprise
2229,neutral
2230,non-neutral
2231,neutral
2232,surprise
2233,neutral
2234,non-neutral
2235,surprise
2236,non-neutral
2237,neutral
2238,non-neutral
2239,neutral
2240,neutral
2241,surprise
2242,neutral
2243,anger
2244,neutral
2245,surprise
2246,neutral
2247,neutral
2248,surprise
2249,surprise
2250,sadness
2251,neutral
2252,joy
2253,surprise
2254,joy
2255,neutral
2256,neutral
2257,neutral
2258,surprise
2259,neutral
2260,non-neutral
2261,surprise
2262,surprise
2263,neutral
2264,joy
2265,surprise
2266,neutral
2267,surprise
2268,neutral
2269,joy
2270,joy
2271,neutral
2272,neutral
2273,neutral
2274,neutral
2275,neutral
2276,non-neutral
2277,surprise
2278,neutral
2279,neutral
2280,surprise
2281,non-neutral
2282,neutral
2283,surprise
2284,anger
2285,neutral
2286,anger
2287,neutral
2288,non-neutral
2289,neutral
2290,neutral
2291,neutral
2292,neutral
2293,neutral
2294,surprise
2295,neutral
2296,neutral
2297,joy
2298,neutral
2299,neutral
2300,neutral
2301,neutral
2302,joy
2303,neutral
2304,non-neutral
2305,neutral
2306,neutral
2307,surprise
2308,surprise
2309,surprise
2310,surprise
2311,neutral
2312,surprise
2313,non-neutral
2314,neutral
2315,non-neutral
2316,neutral
2317,non-neutral
2318,neutral
2319,fear
2320,neutral
2321,neutral
2322,neutral
2323,neutral
2324,surprise
2325,surprise
2326,surprise
2327,neutral
2328,neutral
2329,neutral
2330,neutral
2331,neutral
2332,neutral
2333,neutral
2334,neutral
2335,surprise
2336,neutral
2337,neutral
2338,neutral
2339,neutral
2340,neutral
2341,fear
2342,neutral
2343,neutral
2344,neutral
2345,neutral
2346,neutral
2347,neutral
2348,neutral
2349,neutral
2350,joy
2351,neutral
2352,neutral
2353,surprise
2354,neutral
2355,surprise
2356,neutral
2357,neutral
2358,neutral
2359,neutral
2360,neutral
2361,non-neutral
2362,neutral
2363,neutral
2364,neutral
2365,neutral
2366,surprise
2367,non-neutral
2368,neutral
2369,neutral
2370,neutral
2371,neutral
2372,neutral
2373,neutral
2374,non-neutral
2375,neutral
2376,non-neutral
2377,surprise
2378,neutral
2379,neutral
2380,neutral
2381,neutral
2382,sadness
2383,neutral
2384,neutral
2385,neutral
2386,neutral
2387,neutral
2388,neutral
2389,neutral
2390,neutral
2391,neutral
2392,neutral
2393,neutral
2394,neutral
2395,neutral
2396,neutral
2397,neutral
2398,anger
2399,neutral
2400,neutral
2401,neutral
2402,non-neutral
2403,joy
2404,neutral
2405,joy
2406,neutral
2407,non-neutral
2408,neutral
2409,surprise
2410,neutral
2411,joy
2412,surprise
2413,neutral
2414,neutral
2415,joy
2416,neutral
2417,neutral
2418,neutral
2419,surprise
2420,surprise
2421,neutral
2422,neutral
2423,neutral
2424,neutral
2425,neutral
2426,non-neutral
2427,neutral
2428,neutral
2429,neutral
2430,neutral
2431,neutral
2432,neutral
2433,neutral
2434,disgust
2435,joy
2436,neutral
2437,joy
2438,non-neutral
2439,surprise
2440,joy
2441,neutral
2442,neutral
2443,neutral
2444,neutral
2445,neutral
2446,joy
2447,neutral
2448,neutral
2449,surprise
2450,sadness
2451,non-neutral
2452,non-neutral
2453,joy
2454,surprise
2455,neutral
2456,neutral
2457,joy
2458,surprise
2459,joy
2460,neutral
2461,neutral
2462,non-neutral
2463,neutral
2464,neutral
2465,neutral
2466,surprise
2467,non-neutral
2468,surprise
2469,surprise
2470,surprise
2471,neutral
2472,surprise
2473,neutral
2474,neutral
2475,neutral
2476,anger
2477,neutral
2478,neutral
2479,neutral
2480,neutral
2481,surprise
2482,neutral
2483,neutral
2484,neutral
2485,neutral
2486,neutral
2487,neutral
2488,neutral
2489,neutral
2490,neutral
2491,joy
2492,neutral
2493,joy
2494,non-neutral
2495,neutral
2496,non-neutral
2497,joy
2498,sadness
2499,neutral
2500,neutral
2501,surprise
2502,surprise
2503,neutral
2504,neutral
2505,neutral
2506,non-neutral
2507,neutral
2508,neutral
2509,neutral
2510,joy
2511,joy
2512,neutral
2513,neutral
2514,neutral
2515,neutral
2516,disgust
2517,disgust
2518,neutral
2519,neutral
2520,neutral
2521,neutral
2522,joy
2523,neutral
2524,neutral
2525,surprise
2526,neutral
2527,surprise
2528,neutral
2529,sadness
2530,joy
2531,non-neutral
2532,neutral
2533,neutral
2534,non-neutral
2535,joy
2536,surprise
2537,neutral
2538,neutral
2539,neutral
2540,joy
2541,neutral
2542,neutral
2543,neutral
2544,neutral
2545,neutral
2546,neutral
2547,neutral
2548,neutral
2549,joy
2550,neutral
2551,neutral
2552,neutral
2553,neutral
2554,neutral
2555,joy
2556,neutral
2557,neutral
2558,surprise
2559,neutral
2560,neutral
2561,neutral
2562,neutral
2563,non-neutral
2564,joy
2565,neutral
2566,neutral
2567,surprise
2568,neutral
2569,non-neutral
2570,neutral
2571,disgust
2572,surprise
2573,neutral
2574,neutral
2575,neutral
2576,neutral
2577,neutral
2578,neutral
2579,neutral
2580,neutral
2581,neutral
2582,neutral
2583,joy
2584,neutral
2585,anger
2586,sadness
2587,joy
2588,neutral
2589,neutral
2590,neutral
2591,neutral
2592,neutral
2593,joy
2594,neutral
2595,neutral
2596,neutral
2597,neutral
2598,non-neutral
2599,non-neutral
2600,neutral
2601,non-neutral
2602,neutral
2603,neutral
2604,neutral
2605,joy
2606,neutral
2607,surprise
2608,surprise
2609,non-neutral
2610,neutral
2611,neutral
2612,non-neutral
2613,joy
2614,neutral
2615,neutral
2616,neutral
2617,neutral
2618,neutral
2619,neutral
2620,neutral
2621,neutral
2622,non-neutral
2623,surprise
2624,neutral
2625,neutral
2626,neutral
2627,neutral
2628,neutral
2629,surprise
2630,surprise
2631,neutral
2632,surprise
2633,joy
2634,neutral
2635,neutral
2636,neutral
2637,neutral
2638,sadness
2639,surprise
2640,neutral
2641,joy
2642,surprise
2643,neutral
2644,non-neutral
2645,joy
2646,neutral
2647,non-neutral
2648,neutral
2649,neutral
2650,neutral
2651,joy
2652,non-neutral
2653,neutral
2654,neutral
2655,surprise
2656,surprise
2657,neutral
2658,neutral
2659,neutral
2660,neutral
2661,neutral
2662,neutral
2663,neutral
2664,neutral
2665,joy
2666,neutral
2667,neutral
2668,neutral
2669,neutral
2670,anger
2671,anger
2672,joy
2673,neutral
2674,surprise
2675,neutral
2676,neutral
2677,non-neutral
2678,surprise
2679,neutral
2680,neutral
2681,neutral
2682,neutral
2683,neutral
2684,neutral
2685,neutral
2686,neutral
2687,neutral
2688,neutral
2689,neutral
2690,neutral
2691,neutral
2692,neutral
2693,neutral
2694,neutral
2695,neutral
2696,neutral
2697,neutral
2698,neutral
2699,surprise
2700,surprise
2701,neutral
2702,neutral
2703,neutral
2704,neutral
2705,anger
2706,surprise
2707,neutral
2708,neutral
2709,surprise
2710,anger
2711,surprise
2712,neutral
2713,neutral
2714,neutral
2715,neutral
2716,neutral
2717,neutral
2718,neutral
2719,neutral
2720,neutral
2721,surprise
2722,sadness
2723,neutral
2724,neutral
2725,neutral
2726,neutral
2727,neutral
2728,neutral
2729,neutral
2730,neutral
2731,non-neutral
2732,non-neutral
2733,surprise
2734,neutral
2735,joy
2736,joy
2737,neutral
2738,neutral
2739,surprise
2740,neutral
2741,neutral
2742,non-neutral
2743,neutral
2744,neutral
2745,neutral
2746,neutral
2747,neutral
2748,neutral
2749,surprise
2750,neutral
2751,neutral
2752,neutral
2753,surprise
2754,neutral
2755,neutral
2756,neutral
2757,non-neutral
2758,anger
2759,neutral
2760,neutral
2761,anger
2762,neutral
2763,neutral
2764,neutral
2765,joy
2766,neutral
2767,non-neutral
2768,neutral
2769,joy
2770,joy
2771,neutral
2772,joy
2773,neutral
2774,neutral
2775,non-neutral
2776,neutral
2777,neutral
2778,neutral
2779,non-neutral
2780,neutral
2781,neutral
2782,neutral
2783,neutral
2784,neutral
2785,neutral
2786,anger
2787,surprise
2788,non-neutral
2789,neutral
2790,joy
2791,surprise
2792,neutral
2793,non-neutral
2794,neutral
2795,neutral
2796,neutral
2797,non-neutral
2798,neutral
2799,surprise
2800,neutral
2801,neutral
2802,neutral
2803,neutral
2804,neutral
2805,neutral
2806,joy
2807,neutral
2808,surprise
2809,joy
2810,neutral
2811,surprise
2812,neutral
2813,non-neutral
2814,neutral
2815,neutral
2816,non-neutral
2817,joy
2818,neutral
2819,surprise
2820,neutral
2821,surprise
2822,neutral
2823,neutral
2824,neutral
2825,neutral
2826,surprise
2827,surprise
2828,surprise
2829,neutral
2830,neutral
2831,neutral
2832,neutral
2833,neutral
2834,neutral
2835,non-neutral
2836,surprise
2837,neutral
2838,neutral
2839,surprise
2840,surprise
2841,neutral
2842,sadness
2843,surprise
2844,surprise
2845,neutral
2846,non-neutral
2847,neutral
2848,neutral
2849,non-neutral
2850,non-neutral
2851,neutral
2852,neutral
2853,neutral
2854,neutral
2855,joy
2856,neutral
2857,joy
2858,joy
2859,non-neutral
2860,neutral
2861,neutral
2862,non-neutral
2863,neutral
2864,non-neutral
2865,neutral
2866,neutral
2867,anger
2868,neutral
2869,neutral
2870,joy
2871,neutral
2872,anger
2873,surprise
2874,disgust
2875,non-neutral
2876,neutral
2877,neutral
2878,neutral
2879,neutral
2880,neutral
2881,neutral
2882,neutral
2883,neutral
2884,neutral
2885,neutral
2886,sadness
2887,neutral
2888,neutral
2889,joy
2890,surprise
2891,neutral
2892,joy
2893,neutral
2894,neutral
2895,neutral
2896,neutral
2897,neutral
2898,sadness
2899,non-neutral
2900,neutral
2901,neutral
2902,neutral
2903,neutral
2904,neutral
2905,neutral
2906,neutral
2907,neutral
2908,neutral
2909,neutral
2910,surprise
2911,neutral
2912,neutral
2913,neutral
2914,neutral
2915,neutral
2916,neutral
2917,neutral
2918,neutral
2919,neutral
2920,neutral
2921,joy
2922,neutral
2923,neutral
2924,neutral
2925,non-neutral
2926,neutral
2927,neutral
2928,surprise
2929,surprise
2930,neutral
2931,joy
2932,neutral
2933,neutral
2934,neutral
2935,surprise
2936,neutral
2937,non-neutral
2938,anger
2939,anger
2940,neutral
2941,neutral
2942,non-neutral
2943,neutral
2944,neutral
2945,neutral
2946,non-neutral
2947,neutral
2948,neutral
2949,surprise
2950,surprise
2951,non-neutral
2952,neutral
2953,neutral
2954,neutral
2955,neutral
2956,non-neutral
2957,neutral
2958,anger
2959,neutral
2960,neutral
2961,neutral
2962,neutral
2963,neutral
2964,neutral
2965,surprise
2966,surprise
2967,non-neutral
2968,joy
2969,non-neutral
2970,neutral
2971,non-neutral
2972,non-neutral
2973,joy
2974,non-neutral
2975,anger
2976,anger
2977,non-neutral
2978,non-neutral
2979,neutral
2980,non-neutral
2981,anger
2982,non-neutral
2983,neutral
2984,non-neutral
2985,neutral
2986,surprise
2987,non-neutral
2988,neutral
2989,neutral
2990,neutral
2991,fear
2992,surprise
2993,neutral
2994,non-neutral
2995,neutral
2996,neutral
2997,neutral
2998,neutral
2999,surprise
3000,neutral
3001,neutral
3002,surprise
3003,anger
3004,non-neutral
3005,neutral
3006,neutral
3007,neutral
3008,neutral
3009,neutral
3010,neutral
3011,neutral
3012,neutral
3013,surprise
3014,neutral
3015,neutral
3016,neutral
3017,anger
3018,neutral
3019,surprise
3020,joy
3021,neutral
3022,neutral
3023,neutral
3024,neutral
3025,joy
3026,neutral
3027,neutral
3028,neutral
3029,neutral
3030,neutral
3031,non-neutral
3032,neutral
3033,neutral
3034,neutral
3035,surprise
3036,anger
3037,joy
3038,neutral
3039,non-neutral
3040,non-neutral
3041,neutral
3042,neutral
3043,surprise
3044,neutral
3045,neutral
3046,neutral
3047,neutral
3048,non-neutral
3049,sadness
3050,neutral
3051,non-neutral
3052,neutral
3053,non-neutral
3054,neutral
3055,non-neutral
3056,non-neutral
3057,neutral
3058,joy
3059,neutral
3060,neutral
3061,neutral
3062,neutral
3063,neutral
3064,neutral
3065,neutral
3066,neutral
3067,neutral
3068,neutral
3069,neutral
3070,joy
3071,surprise
3072,non-neutral
3073,non-neutral
3074,neutral
3075,neutral
3076,neutral
3077,neutral
3078,neutral
3079,joy
3080,neutral
3081,non-neutral
3082,neutral
3083,neutral
3084,neutral
3085,neutral
3086,neutral
3087,surprise
3088,surprise
3089,neutral
3090,neutral
3091,neutral
3092,surprise
3093,joy
3094,neutral
3095,joy
3096,neutral
3097,neutral
3098,joy
3099,neutral
3100,surprise
3101,surprise
3102,neutral
3103,joy
3104,surprise
3105,surprise
3106,neutral
3107,surprise
3108,non-neutral
3109,neutral
3110,neutral
3111,neutral
3112,neutral
3113,neutral
3114,neutral
3115,surprise
3116,neutral
3117,neutral
3118,fear
3119,non-neutral
3120,neutral
3121,neutral
3122,neutral
3123,neutral
3124,neutral
3125,neutral
3126,surprise
3127,surprise
3128,neutral
3129,neutral
3130,neutral
3131,surprise
3132,neutral
3133,neutral
3134,neutral
3135,neutral
3136,neutral
3137,neutral
3138,neutral
3139,neutral
3140,neutral
3141,neutral
3142,surprise
3143,anger
3144,neutral
3145,surprise
3146,neutral
3147,neutral
3148,non-neutral
3149,neutral
3150,neutral
3151,neutral
3152,neutral
3153,non-neutral
3154,neutral
3155,surprise
3156,non-neutral
3157,surprise
3158,neutral
3159,neutral
3160,non-neutral
3161,neutral
3162,neutral
3163,joy
3164,non-neutral
3165,neutral
3166,neutral
3167,neutral
3168,neutral
3169,surprise
3170,neutral
3171,neutral
3172,sadness
3173,neutral
3174,neutral
3175,neutral
3176,neutral
3177,joy
3178,neutral
3179,joy
3180,neutral
3181,neutral
3182,neutral
3183,neutral
3184,neutral
3185,neutral
3186,non-neutral
3187,disgust
3188,neutral
3189,neutral
3190,surprise
3191,neutral
3192,neutral
3193,neutral
3194,neutral
3195,neutral
3196,neutral
3197,neutral
3198,neutral
3199,neutral
3200,neutral
3201,joy
3202,neutral
3203,non-neutral
3204,neutral
3205,surprise
3206,sadness
3207,surprise
3208,neutral
3209,non-neutral
3210,neutral
3211,surprise
3212,non-neutral
3213,surprise
3214,non-neutral
3215,non-neutral
3216,non-neutral
3217,neutral
3218,neutral
3219,non-neutral
3220,non-neutral
3221,neutral
3222,neutral
3223,non-neutral
3224,neutral
3225,non-neutral
3226,neutral
3227,neutral
3228,neutral
3229,neutral
3230,neutral
3231,neutral
3232,neutral
3233,neutral
3234,neutral
3235,neutral
3236,neutral
3237,surprise
3238,neutral
3239,joy
3240,neutral
3241,surprise
3242,neutral
3243,neutral
3244,neutral
3245,neutral
3246,neutral
3247,neutral
3248,neutral
3249,anger
3250,neutral
3251,neutral
3252,neutral
3253,neutral
3254,joy
3255,joy
3256,neutral
3257,joy
3258,neutral
3259,neutral
3260,neutral
3261,neutral
3262,neutral
3263,neutral
3264,sadness
3265,neutral
3266,neutral
3267,neutral
3268,surprise
3269,neutral
3270,neutral
3271,neutral
3272,neutral
3273,joy
3274,neutral
3275,neutral
3276,joy
3277,neutral
3278,neutral
3279,neutral
3280,non-neutral
3281,surprise
3282,non-neutral
3283,joy
3284,neutral
3285,neutral
3286,neutral
3287,neutral
3288,neutral
3289,neutral
3290,neutral
3291,neutral
3292,surprise
3293,neutral
3294,anger
3295,neutral
